ID;Estado;Asunto;Solicitado;Resuelto;Rol de usuario;Agente de soporte;Servicio relacionado;Canal;Tipo;Prioridad
72274;Cerrado;Ingreso al TEC Digital (Creación de usuarios);46108,63333;46108,67986;Administrativo FundaTEC;Carlos Calvo;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
72275;Cerrado;Solicitudes en Planes de trabajo e incorporar actividades- I Sem 2026;46108,6375;46133,65903;Administrativo;Carlos Calvo;Planes de Trabajo;Correo;Solicitud;Normal
72276;Cerrado;Añadir comunidades de cálculo y álgebra lineal;46108,66111;46108,68056;;;;;;'-
72277;Cerrado;Añadir comunidades de cálculo y álgebra lineal;46108,66111;46108,68194;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72279;Cerrado;Descarga de evaluaciones subidas.;46108,76042;46119,45694;Profesor;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
72280;Cerrado;Cátedras;46108,80833;46118,32639;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72292;Cerrado;Información técnico en mercadeo y AI;46117,75139;46118,32986;Externo;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72293;Cerrado;RV: Charla: Autocuidado y Salud Mental;46118,32431;46118,38958;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72294;Cerrado;RV: Charla: “Virus del Papiloma Humano (VPH)”;46118,32708;46118,38958;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72296;Cerrado;Crear materias;46118,46042;46119,45625;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72297;Cerrado;Re: Sobre situación de grupos 25 y 40 de curso de Artes Musicales (UCDSJ);46118,60833;46118,65208;Profesor;Carlos Calvo;Configuración de Comunidades/Cursos;Correo;Solicitud;Normal
72298;Cerrado;Solicitud;46118,63194;46118,66806;Profesor;Carlos Calvo;Planes de Trabajo;Correo;Solicitud;Normal
72299;Cerrado;planes de trabajo;46118,67292;46118,67292;Administrativo;Carlos Calvo;Planes de Trabajo;Chat;Solicitud;Normal
72300;Cerrado;RE: Plan de trabajo;46118,81875;46120,30972;Profesor;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
72301;Cerrado;Invitación a Charla: Sexualidad Creativa;46119,36875;46119,39375;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72302;Cerrado;Solicitud de ayuda con acceso;46119,37083;46119,375;;;;;;'-
72303;Cerrado;Solicitud de ayuda con acceso;46119,37083;46119,40417;Profesor;Carlos Calvo;Configuración de Comunidades/Cursos;Correo;Solicitud;Normal
72304;Cerrado;agregar a curso;46119,37847;46119,37847;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Presencial;Solicitud;Normal
72305;Cerrado;Activación de cuenta funcionaria;46119,38264;46119,56806;Administrativo;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
72306;Cerrado;consulta;46119,39653;46119,41875;Profesor;Carlos Calvo;GAAP;Correo;Solicitud;Normal
72307;Cerrado;Expediente estudiantil;46119,41181;46119,41181;Externo;Carlos Calvo;Expediente estudiantil;Teléfono;Solicitud;Normal
72308;Cerrado;RE: [Centro de Ayuda del TEC Digital] Re: RE: [Centro de Ayuda del TEC Digital];46119,41528;46119,45764;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72309;Cerrado;Solicitud de creación de grupo - Matemática para Ciencia de los Datos g35;46119,50208;46128,325;Administrativo FundaTEC;Jimena Rivera;Creación cursos FundaTEC;Correo;Solicitud;Normal
72310;Cerrado;Revisión de curso;46119,50208;46120,33056;Administrativo;Jimena Rivera;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
72311;Cerrado;Aplicaciones TECDigital;46119,55139;46119,65278;Administrativo;Jimena Rivera;Asignación de permisos especiales;Correo;Solicitud;Normal
72312;Cerrado;ingreso al TECDIGITAL;46119,61319;46120,67569;Profesor;Jimena Rivera;Atención personalizada a usuarios;Correo;Solicitud;Normal
72313;Cerrado;a la hora de realizar el quiz 6 , el internet se m...;46119,65;46120,33611;Estudiante FundaTEC;Jimena Rivera;GAAP;Correo;Solicitud;Normal
72315;Cerrado;Corrección nombre TEC digital;46119,66181;46120,32292;Administrativo FundaTEC;Jimena Rivera;Cambiar información personal;Correo;Solicitud;Normal
72316;Cerrado;Configuracion Examen;46119,68333;46120,3125;Profesor;;;;;'-
72317;Cerrado;Configuracion Examen;46119,68403;46120,3125;Profesor;;;;;'-
72318;Cerrado;En el GAAP nuevo, el examen lo programe para envia...;46119,68542;46120,43333;Profesor;Carlos Calvo;GAAP;Correo;Solicitud;Normal
72319;Cerrado;Divulgar;46119,8;46121,32917;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72320;Cerrado;Consulta sobre no envío de un examen;46119,81111;46120,41667;Estudiante;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
72321;Cerrado;Problema con la cátedra de química;46119,85694;46120,32361;Estudiante;Carlos Calvo;Configuración de Comunidades/Cursos;Correo;Solicitud;Normal
72322;Cerrado;RV: Solicitud de Publicación Charlas Feria de la Salud.;46120,33819;46120,56458;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72323;Cerrado;AYUDA CON TRABAJO;46120,43958;46120,57014;Estudiante;Jimena Rivera;Evaluaciones;Correo;Solicitud;Normal
72324;Cerrado;Buenos días.;46120,49375;46120,64653;Estudiante;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
72325;Cerrado;Consulta;46120,51042;46121,57778;Estudiante;Jimena Rivera;Evaluaciones;Correo;Solicitud;Normal
72326;Cerrado;Solicitud de contactos;46120,58542;46120,64583;Director/Coordinador;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72327;Cerrado;Agregar estudiante a Cátedra de Proba;46120,67986;46120,6875;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72328;Cerrado;Información del profesor;46120,71111;46121,65069;Estudiante;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
72329;Cerrado;Problema con curso;46120,75069;46121,37639;Profesor;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
72331;Cerrado;Expediente estudiantil;46121,1625;46121,31597;Estudiante;;;;;'-
72332;Cerrado;Expedienté estudiantil;46121,16458;46121,31597;Estudiante;;;;;'-
72333;Cerrado;No puedo ver mi expediente estudiantil para ver mi...;46121,16806;46121,32986;Estudiante;Carlos Calvo;Expediente estudiantil;Correo;Solicitud;Normal
72334;Cerrado;Actividades Feria de la Salud jueves 09 de abril del 2026;46121,31458;46121,41181;;;;;;'-
72335;Cerrado;Consulta sobre entrega;46121,32639;46121,38889;Profesor;Mariana Mora;Evaluaciones;Correo;Solicitud;Normal
72336;Cerrado;Solicitud apertura TEC Digital: COSTOS DE CALIDAD STEM GR A126 B I 2026;46121,39028;46121,42083;Administrativo FundaTEC;Jimena Rivera;Creación cursos FundaTEC;Correo;Solicitud;Normal
72337;Cerrado;Solicitud apertura TEC Digital: ANÁLISIS DE DATOS 1 STEM GR A126 B I 2026;46121,39028;46121,40833;Administrativo FundaTEC;Mariana Mora;Creación cursos FundaTEC;Correo;Solicitud;Normal
72338;Cerrado;Ayuda con portal;46121,39236;46121,39236;Profesor;Carlos Calvo;Atención personalizada a usuarios;Chat;Solicitud;Normal
72339;Cerrado;GAAP;46121,40694;46121,42083;Profesor;Carlos Calvo;GAAP;Teléfono;Solicitud;Normal
72340;Cerrado;RV: Taller el Guante-VIH;46121,40764;46121,41389;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72341;Cerrado;Botón de búsqueda de rúbricas;46121,60069;46121,60903;Profesor;Mariana Mora;Evaluaciones;Correo;Solicitud;Normal
72342;Cerrado;Agregar estudiante a cátedras;46121,65208;46121,65208;Estudiante;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Teléfono;Solicitud;Normal
72343;Cerrado;Solicitud apertura TEC Digital: EXCEL AVANZADO 1 A126 GR 1 B I 2026;46121,68542;46122,33611;Administrativo FundaTEC;Jimena Rivera;Creación cursos FundaTEC;Correo;Solicitud;Normal
72345;Cerrado;Solicitud de funcionalidad: modo oscuro;46121,89861;46122,32431;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72346;Cerrado;Acceso Tec digital;46121,91528;46122,52708;Administrativo;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
72347;Cerrado;RV: Fallo en mi conexión;46122,36736;46122,52708;Profesor;Carlos Calvo;GAAP;Correo;Solicitud;Normal
72349;Cerrado;Solicitud apertura TEC Digital: EXCEL BÁSICO G#1 A226;46122,41181;46122,43333;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72350;Cerrado;Solicitud apertura TEC Digital: EXCEL BÁSICO G#2 B226;46122,41181;46122,4375;Administrativo FundaTEC;Jimena Rivera;Creación cursos FundaTEC;Correo;Solicitud;Normal
72351;Cerrado;Re: Aviso Importante: Servicio SMS suspendido;46122,42083;46122,49583;Profesor;Carlos Calvo;Problemas con correos;Correo;Solicitud;Normal
72352;Cerrado;RV: Actividades Feria de la Salud - Viernes 10 de abril;46122,42778;46122,66597;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72353;Cerrado;Sincronización CFH;46122,4625;46122,4625;Administrativo;Jimena Rivera;Actualizar cursos a estudiantes;Correo;Solicitud;Normal
72354;Cerrado;Acceso;46122,48611;46122,48889;Profesor;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
72355;Cerrado;Ingreso TEC digital;46122,4875;46122,49306;Estudiante;Jimena Rivera;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
72356;Cerrado;activacion de cuenta;46122,49653;46122,49653;Estudiante;Carlos Calvo;Activar cuentas de usuario;Presencial;Solicitud;Normal
72357;Cerrado;Ingreso al Tec digital;46122,49931;46122,54583;Externo;Mariana Mora;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
72358;Cerrado;Agregar a comunidad;46122,56597;46122,56597;Estudiante;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Teléfono;Solicitud;Normal
72359;Cerrado;RV: Charla: Lesiones en la Boca;46122,58125;46122,66528;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72360;Cerrado;Restablecimiento de Contraseña;46122,59028;46122,59861;Administrativo FundaTEC;Mariana Mora;Cambio de contraseña FundaTEC;Correo;Solicitud;Normal
72361;Cerrado;RV: Cátedra lab física 1;46122,62569;46122,62847;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72365;Cerrado;RE: Solicitud de apertura de cursos y capacitación para nuevos docentes;46125,35;46126,32014;Administrativo;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72366;Cerrado;RV: Bienvenida al Programa de Ciencia de los Datos TEC;46125,40278;46125,47708;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
72367;Cerrado;Problemas con evaluaciones GAAP;46125,44931;46125,45833;Estudiante;;;;;'-
72368;Cerrado;Problemas con evaluaciones GAAP;46125,44931;46125,55347;Profesor;Carlos Calvo;GAAP;Correo;Solicitud;Normal
72370;Cerrado;Consulta sobre notas en la plataforma;46125,45694;46125,49167;Estudiante;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
72371;Cerrado;Problema con visualización de notas en la plataforma;46125,45764;46125,47778;Estudiante;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
72372;Cerrado;Evaluación de Tutorías Estudiantiles I-2026;46125,46181;46125,48611;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72373;Cerrado;RE: cambio de correo;46125,48611;46125,49167;Administrativo;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72374;Cerrado;Agregar una estudiante a Cátedra;46125,50208;46125,55486;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72375;Cerrado;Solicitud de registro de asistente en subgrupo Red MatIA de la Escuela de Matemática;46125,5375;46125,60764;Director/Coordinador;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72376;Cerrado;RE: Servicio SMS restablecido;46125,57917;46125,65556;Administrativo;Carlos Calvo;Problemas con correos;Correo;Solicitud;Normal
72377;Cerrado;Ingreso al TEC Digital (Creación de usuarios);46125,57917;46125,59792;Administrativo FundaTEC;Mariana Mora;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
72378;Cerrado;Capacitación;46125,60625;46125,6125;Administrativo;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
72379;Cerrado;Agregar estudiante a cátedra;46125,63819;46125,63819;Estudiante;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Teléfono;Solicitud;Normal
72380;Cerrado;Buenas tardes,;46125,64653;46125,65833;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72381;Cerrado;Consulta Herramienta Control de Plagio TD;46125,65556;46132,67361;Estudiante;Carlos Calvo;Control de plagio;Correo;Solicitud;Normal
72382;Cerrado;Planes de trabajo;46125,68403;46126,32083;Administrativo;Carlos Calvo;Planes de Trabajo;Correo;Solicitud;Normal
72383;Cerrado;RV: Comunicado Importante;46125,69931;46126,32361;Administrativo;Carlos Calvo;Envío de comunicados a lista seleccionada;Correo;Solicitud;Normal
72384;Cerrado;Catedra de Dinamica;46125,81736;46126,32708;Estudiante;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72385;Cerrado;Fw: Cursos creados TecDigital para II Trimestre;46125,85;46133,32778;Administrativo;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
72386;Cerrado;Solicitud de incorporación de estudiante en grupo 35 módulo 1. Matemática para Ciencia de los Datos del Programa de Ciencia de los Datos;46125,85208;46126,32917;Administrativo FundaTEC;Mariana Mora;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
72387;Cerrado;RE: Bienvenida al Programa de Ciencia de los Datos TEC;46125,87778;46126,39236;Administrativo FundaTEC;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
72389;Cerrado;Favor;46126,3125;46126,38056;Profesor;Carlos Calvo;GAAP;Correo;Solicitud;Normal
72390;Cerrado;Ingreso al TEC Digital (Creación de usuarios);46126,44097;46126,45139;Administrativo FundaTEC;Mariana Mora;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
72392;Cerrado;Problemas de ingreso;46126,50208;46126,58264;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
72393;Cerrado;Cuenta turn it in;46126,57917;46126,58542;Profesor;Jimena Rivera;Atención personalizada a usuarios;Correo;Solicitud;Normal
72394;Cerrado;Ingreso al TEC Digital (Creación de usuarios);46126,69514;46127,43056;Administrativo FundaTEC;Jimena Rivera;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
72395;Cerrado;Solicitud de revisión de nota del Quiz 2 – Estudio del Trabajo I Grupo 1;46126,74792;46127,31458;Estudiante;;;;;'-
72396;Cerrado;Solicitud de revisión de nota del Quiz 2 – Estudio del Trabajo I Grupo 1;46126,75;46127,54653;Estudiante;Carlos Calvo;GAAP;Correo;Solicitud;Normal
72397;Cerrado;Acceso TEC Digital;46126,76319;46128,31319;Estudiante FundaTEC;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
72398;Cerrado;Consulta respecto a planes de trabajo;46127,41528;46127,41528;Profesor;Jimena Rivera;Planes de Trabajo;Correo;Solicitud;Normal
72399;Cerrado;Uso de Turnitin - Control de Pagio;46127,42639;46127,43333;Profesor;Carlos Calvo;Control de plagio;Correo;Solicitud;Normal
72400;Cerrado;Acceso al Tec Digital;46127,55069;46127,55069;Estudiante;Jimena Rivera;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
72401;Cerrado;Solicitud de incorporación como administrador en cursos de maestría.;46127,55208;46127,56736;Administrativo;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
72402;Cerrado;Solicitud de incorporar a 3 profesores a comunidad;46127,55972;46127,57153;Administrativo;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72403;Cerrado;Agregar administradores a cursos Bimestre 3 - 2026;46127,56458;46127,59097;Administrativo;Jimena Rivera;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
72404;Cerrado;Acesso correo diseño industrial;46127,57708;46127,58889;;;;Correo;;'-
72405;Cerrado;Consulta;46127,58264;46129,37917;Administrativo FundaTEC;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72406;Cerrado;Acesso correo diseño industrial;46127,58472;46127,61319;Estudiante;Jimena Rivera;Asignación de permisos especiales;Correo;Solicitud;Normal
72407;Cerrado;Divulgar;46127,59514;46127,60069;Administrativo;Carlos Calvo;Envío de comunicados a lista seleccionada;Correo;Solicitud;Normal
72409;Cerrado;Herramienta control de Plagio;46127,67014;46133,37778;Profesor;Carlos Calvo;Control de plagio;Correo;Solicitud;Normal
72410;Cerrado;Consulta acceso TEC Digital;46127,73403;46128,34028;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
72411;Cerrado;Evaluación modulo 3;46128,32222;46129,44931;Administrativo;Jimena Rivera;GAAP;Correo;Solicitud;Normal
72412;Cerrado;Evaluación módulo #3 Control Interno;46128,32917;46128,33125;Administrativo;;;;;'-
72413;Cerrado;RE: Agregar administradores a cursos Bimestre 3 - 2026;46128,33681;46128,34792;Administrativo;Jimena Rivera;Asignación de permisos especiales;Correo;Solicitud;Normal
72414;Cerrado;Acceso a cuenta TEC Digital como profesor;46128,43681;46128,44722;Profesor;Jimena Rivera;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
72415;Cerrado;Apertura de los cursos en el TEc-digital;46128,52986;46140,36319;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72416;Cerrado;Charla Generalidades del VIH;46128,61736;46132,47431;Administrativo;Carlos Calvo;Envío de comunicados a lista seleccionada;Correo;Solicitud;Normal
72417;Cerrado;Problema al subir documentos;46128,62014;46128,62014;Estudiante;Mariana Mora;Carpetas/Documentos;Presencial;Solicitud;Normal
72419;Cerrado;Inclusión a la Comunidad de Cálculo Diferencial e Integral;46128,81042;46129,32708;Estudiante;Jimena Rivera;Actualizar miembros de comunidades;Correo;Solicitud;Normal
72420;Cerrado;Inclusión a la Comunidad de Cálculo Diferencial e Integral;46128,81181;46129,325;Estudiante;;;;;'-
72421;Cerrado;Durante el año pasado estaba en la carrera de MATE...;46128,91111;46129,40069;Estudiante;Jimena Rivera;Cambiar información personal;Correo;Solicitud;Normal
72422;Cerrado;Prematricula;46128,91458;46129,32361;Estudiante;;;;;'-
72423;Cerrado;Problema con el sistema de notifaciones de evaluacioines;46129,09375;46129,47778;Estudiante;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
72424;Cerrado;Información requerida - TecDigital;46129,40556;46129,48611;Externo;Jimena Rivera;Expediente estudiantil;Correo;Solicitud;Normal
72425;Cerrado;corregir profesor;46129,40625;46129,47778;Profesor;Jimena Rivera;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
72426;Cerrado;Solicitud;46129,40903;46129,61597;Profesor;Jimena Rivera;Actualizar miembros de comunidades;Correo;Solicitud;Normal
72427;Cerrado;Carga de evaluación;46129,46528;46129,46528;Estudiante;Carlos Calvo;Evaluaciones;Presencial;Solicitud;Normal
72428;Cerrado;Prematricula;46129,46736;46129,66667;Estudiante;Mariana Mora;Prematrícula;Correo;Solicitud;Normal
72429;Cerrado;Ingreso al TEC Digital (Creación de usuarios);46129,56111;46129,62083;Administrativo FundaTEC;Mariana Mora;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
72430;Cerrado;Solicitud de colaboración para trabajo de graduación;46129,58333;46129,61875;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72431;Cerrado;Ingreso al TEC Digital (Creación de usuarios);46129,62431;46129,63403;Administrativo FundaTEC;Mariana Mora;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
72432;Cerrado;Apoyo en registro de estudiantes de primer ingreso, TEC Digital – II Trimestre 2026;46129,70556;46132,40625;Administrativo;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
72435;Cerrado;Soporte;46132,36667;46132,43403;Administrativo;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
72436;Cerrado;Acceso TEC Digital;46132,37083;46132,44097;Administrativo;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
72437;Cerrado;Solicitud de actualizar estudiantes en grupos del TecDigital;46132,40903;46132,54306;Administrativo FundaTEC;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
72438;Cerrado;Consulta Aplicaciones;46132,45903;46132,67083;Administrativo;Carlos Calvo;Asignación de permisos especiales;Correo;Solicitud;Normal
72439;Cerrado;Estudiantes reportan que no reciben documentos;46132,58472;46132,61111;Profesor;Mariana Mora;Problemas con correos;Correo;Solicitud;Normal
72440;Cerrado;Asociar GAAP a evaluación;46132,64514;46132,64514;Profesor;Mariana Mora;GAAP;Teléfono;Solicitud;Normal
72441;Cerrado;Agregar cuentas como profesor asociado en cursos de Tec Digital - II Bimestre 2026;46132,6875;46133,32569;Profesor;Mariana Mora;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
72443;Cerrado;usuario y contraseña de TEC DIGITAL;46132,725;46133,32778;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
72445;Cerrado;Corrección nombre TEC digital;46133,38403;46133,59167;Administrativo FundaTEC;Carlos Calvo;Cambiar información personal;Correo;Solicitud;Normal
72446;Cerrado;Reporte de error en carga de documentos – TEC Digital;46133,50208;46133,58472;Estudiante;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
72447;Cerrado;Registro de Carrera;46133,56736;46133,64931;Estudiante;Jimena Rivera;Cambiar información personal;Correo;Solicitud;Normal
72448;Cerrado;Para compartir;46133,59444;46133,59792;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72450;Cerrado;RE: Acceso al Tec Digital;46133,61667;46133,64236;Administrativo;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
72451;Cerrado;Divulgar;46133,67222;46135,32014;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
72452;Cerrado;RE: Capacitaciones TEC Digital;46133,68472;46134,36875;Profesor;Carlos Calvo;Solicitud de capacitación;Correo;Solicitud;Normal
72454;Cerrado;Solicitud de permisos para la nueva Coordinación Carrera Turismo;46134,35903;46134,42014;Administrativo;Jimena Rivera;Asignación de permisos especiales;Correo;Solicitud;Normal
72455;Cerrado;Acceso a uso de Turnitin para control de plagio;46134,38681;46134,39028;Profesor;Carlos Calvo;Control de plagio;Correo;Solicitud;Normal
72456;Cerrado;Grupos de TEC Digital para Inglés TEC SC II bimestre;46134,43403;46134,67917;Administrativo FundaTEC;Jimena Rivera;Creación cursos FundaTEC;Correo;Solicitud;Normal
72457;Cerrado;Grupos de TEC Digital para Inglés TEC SC II bimestre;46134,43403;46134,44236;Profesor;Carlos Calvo;GAAP;Correo;Solicitud;'-
72458;Cerrado;Problemas GAAP - Asignación de evaluaciones;46134,50694;46136,48542;Profesor;Carlos Calvo;GAAP;Correo;Solicitud;Normal
72459;Cerrado;Principios de programación 2;46134,5375;46134,55069;Estudiante FundaTEC;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
72460;Cerrado;Descargar listado de estudiantes de curso;46134,57292;46134,57292;Administrativo;Carlos Calvo;Atención personalizada a usuarios;Chat;Solicitud;Normal
72461;Cerrado;RE: [Centro de Ayuda del TEC Digital] Re: RV: Cátedra lab física 1;46134,60347;46134,62014;Profesor;Jimena Rivera;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
72462;Cerrado;Recuperar: [Centro de Ayuda del TEC Digital] Re: RV: Cátedra lab física 1;46134,60625;46134,61806;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;'-
72463;Cerrado;RE: [Centro de Ayuda del TEC Digital] Re: RV: Cátedra lab física 1;46134,60625;46134,61875;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;'-
72464;Cerrado;solicitud para Incorporar estudiante Wendy Soto Mora, al TEC-Digital;46134,61736;46134,63542;Estudiante;Carlos Calvo;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
72465;Cerrado;inclusión en TEC-Digital matricula Jeremy Muñoz;46134,6375;46134,64583;Administrativo;Jimena Rivera;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
72466;Cerrado;Solicitud de Usuario de Tecdigital, II T 2026;46134,64028;46134,65625;Administrativo;Jimena Rivera;Actualizar cursos a estudiantes;Correo;Solicitud;Normal
72467;Cerrado;Revisar ingreso al tec-ditial Curso principios de programación 2, estudiante;46134,64444;46134,65347;;;;Correo;;'-
72468;Cerrado;Re: solicitud para Incorporar estudiante Wendy Soto Mora, al TEC-Digital;46134,64514;46134,64653;Administrativo;Jimena Rivera;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
72469;Cerrado;Solicitud de actualización de cursos;46134,65139;46135,41875;Profesor;Jimena Rivera;Actualizar cursos a estudiantes;Correo;Solicitud;Normal
72470;Cerrado;Re: Revisar ingreso al tec-ditial Curso principios de programación 2, estudiante;46134,65139;46134,65625;Estudiante FundaTEC;Jimena Rivera;Actualizar cursos a estudiantes;Correo;Solicitud;Normal
72471;Cerrado;RE: Revisar ingreso al tec-ditial Curso principios de programación 2, estudiante;46134,65347;46134,65694;Administrativo;Jimena Rivera;Actualizar cursos a estudiantes;Correo;Solicitud;Normal
72472;Cerrado;RE: Solicitud urgente para ser agregado en la Cátedra de Cálculo y Álgebra Lineal;46134,67917;46134,68333;Director/Coordinador;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
72473;Cerrado;RE: Capacitaciones TEC Digital;46134,6875;46135,31597;Profesor;Carlos Calvo;Solicitud de capacitación;Correo;Solicitud;Normal
72474;Cerrado;incluir en TEC-Digital;46134,74236;46135,56667;Administrativo;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
72475;Cerrado;RV: [Centro de Ayuda del TEC Digital] Re: Información de curso;46134,76111;46135,33611;Administrativo;Jimena Rivera;Expediente estudiantil;Correo;Solicitud;Normal
72476;Cerrado;No me sirve el wifi del TEC;46135,32569;46135,32778;Estudiante;Mariana Mora;Atención personalizada a usuarios;Correo;Solicitud;Normal
72478;Cerrado;Acceso Tec Digital;46135,37014;46136,59583;Profesor;Jimena Rivera;Gestor de Consultas;Correo;Solicitud;Normal
72479;Cerrado;consulta;46135,37569;46135,43889;Profesor;Mariana Mora;Atención personalizada a usuarios;Correo;Solicitud;Normal
